emplid,div,deptid,sub_job_family,attendance,project_code,total_hour,project_start_stage,C0_day,C1_day,C2_day,C3_day,C4_day,C5_day,C6_day,stage,termination_n,month_pf,execute_day,utilization_rate_by_dep_func,utilization_rate_by_dep,execute_hour,execute_month,utilization_rate_by_div_func
10006020,23D000,23D500,RH,144,1PD039550001,8.5,C0,32,17,112,119,105,1855,91,C5,0,32,23896,0.996130952,0.996130952,45776.62538,1088.533333,0.492663323
10006020,23D000,23D500,RH,144,1PD042550001,10.6,C1,0,128,216,83,96,1827,92,C5,0,31,22864,0.996130952,0.996130952,88541.58505,1054.133333,0.492663323
10006020,23D000,23D500,RH,144,1PD05K550001,17.9,C0,55,239,81,45,63,2527,92,C3,0,15,9856,0.996130952,0.996130952,12658.85222,620.5333333,0.492663323
10006020,23D000,23D500,RH,144,1PD05P550001,50.5,C0,35,14,149,26,70,1568,91,C5,0,10,8944,0.996130952,0.996130952,30344.90091,590.1333333,0.492663323
10006020,23D000,23D500,RH,152,1RDZ25100001,1,C6,0,0,0,0,0,0,91,,0,22,3006911.788,0.908176692,0.908176692,21162.4,100351.1929,0.521585526
10006020,23D000,23D500,RH,152,QRQY00001129,3,C6,0,0,0,0,0,0,91,,0,3,3006911.788,0.908176692,0.908176692,34685.53182,100498.3929,0.521585526
10006020,23D000,23D500,RH,200,1PD038550001,2.1,C0,17,28,116,86,72,1492,90,C5,0,35,24520,0.882214286,0.882214286,51451.44787,1060.533333,0.430845
10006020,23D000,23D500,RH,200,1PD039550001,5,C0,32,17,112,119,105,1855,91,C5,0,34,25360,0.882214286,0.882214286,45776.62538,1088.533333,0.430845
10006020,23D000,23D500,RH,200,1PD042550001,1.5,C1,0,128,216,83,96,1827,92,C5,0,33,24328,0.882214286,0.882214286,88541.58505,1054.133333,0.430845
10006020,23D000,23D500,RH,200,1PD05K550001,13.5,C0,55,239,81,45,63,2527,92,C4,0,17,11320,0.882214286,0.882214286,12658.85222,620.5333333,0.430845
10006020,23D000,23D500,RH,152,QRQY00001129,28.2,C6,0,0,0,0,0,0,91,,0,5,3008375.788,0.805451128,0.805451128,34685.53182,100498.3929,0.414330664
10006020,23D000,23D500,RH,160,1PD038550001,41,C0,17,28,116,86,72,1492,90,C5,0,37,25984,0.859017857,0.859017857,51451.44787,1060.533333,0.458823864
10006020,23D000,23D500,RH,160,1PD039550001,1,C0,32,17,112,119,105,1855,91,C5,0,36,26824,0.859017857,0.859017857,45776.62538,1088.533333,0.458823864
10006020,23D000,23D500,RH,160,1PD05P550001,30.5,C0,35,14,149,26,70,1568,91,C5,0,14,11872,0.859017857,0.859017857,30344.90091,590.1333333,0.458823864
10006020,23D000,23D500,RH,160,1PD05R550001,34.1,C0,16,15,60,76,108,1795,92,C5,0,12,9568,0.859017857,0.859017857,55208.79748,513.3333333,0.458823864
10006020,23D000,23D500,RH,160,QRQY00001129,54.9,C6,0,0,0,0,0,0,91,,0,6,3009119.788,0.859017857,0.859017857,34685.53182,100498.3929,0.458823864
10006020,23D000,23D500,OP,144,1PD042550001,6.1,C1,0,128,216,83,96,1827,92,C5,0,3,27952,0.997569444,1.009821429,88541.58505,1054.133333,0.199513889
10006020,23D000,23D500,OP,144,1PD05R550001,34.2,C0,16,15,60,76,108,1795,92,C5,0,3,11728,0.997569444,1.009821429,55208.79748,513.3333333,0.199513889
10006020,23D000,23D500,OP,144,1PD062550001,85,C0,19,9,63,91,138,3334,90,C2,0,1,1504,0.997569444,1.009821429,14055.33846,172.5333333,0.199513889
10006020,23D000,23D500,OP,144,QRQY00001129,21.9,C6,0,0,0,0,0,0,91,,0,3,3011279.788,0.997569444,1.009821429,34685.53182,100498.3929,0.199513889
10006020,23D000,23D500,OP,200,1PD046550001,15,C0,49,141,98,84,21,3,91,,0,1,27616,0.91875,0.999142857,5782.814678,1018.933333,0.153125
10006020,23D000,23D500,OP,200,1PD05P550001,40.8,C0,35,14,149,26,70,1568,91,C5,0,4,14752,0.91875,0.999142857,30344.90091,590.1333333,0.153125
10006020,23D000,23D500,OP,200,1PD05R550001,12,C0,16,15,60,76,108,1795,92,C5,0,4,12448,0.91875,0.999142857,55208.79748,513.3333333,0.153125
10006020,23D000,23D500,OP,152,1PD062550001,74.9,C0,19,9,63,91,138,3334,90,C3,0,3,2968,0.652412281,0.919901316,14055.33846,172.5333333,0.15055668
10006020,23D000,23D500,OP,152,1PD064550001,9,C0,25,10,74,98,102,3622,92,C3,0,2,3064,0.652412281,0.919901316,4909.030403,175.7333333,0.15055668
10007025,230000,230R30,ME,160,1PD010270001,15.3,C0,59,23,53,108,91,1827,91,C5,0,1,22672,1.032946429,1.032946429,1486.8,1681.333333,0.1446125
10007025,230000,230R30,ME,160,1PD01R550001,2.4,C0,44,128,126,94,57,1946,92,C5,0,1,16840,1.032946429,1.032946429,9995.133059,1754.933333,0.1446125
10007025,230000,230R30,ME,160,1PD025550001,25.8,C0,88,31,60,154,90,1826,92,C5,0,1,13120,1.032946429,1.032946429,31702.96612,1630.933333,0.1446125
10007025,230000,230R30,ME,160,1PD027220001,3,C0,21,61,92,61,45,1841,90,C5,0,1,11512,1.032946429,1.032946429,9073.4,1577.333333,0.1446125
10007025,230000,230R30,ME,160,91.13Y55.001,12.5,C0,36,122,91,68,51,1842,92,,0,1,73960,1.032946429,1.032946429,91.9,3122.933333,0.1446125
10007025,230000,230R30,ME,160,1PD027220001,4.7,C0,21,61,92,61,45,1841,90,C5,0,2,12256,1.065,1.065,9073.4,1577.333333,0.146176471
10007025,230000,230R30,ME,160,91.13Y55.001,12.1,C0,36,122,91,68,51,1842,92,,0,2,74704,1.065,1.065,91.9,3122.933333,0.146176471
10007025,230000,230R30,ME,160,91.14R55.001,2,C0,121,92,113,25,23,1116,92,,0,2,63592,1.065,1.065,8.2,2143.733333,0.146176471
10007025,230000,230R30,ME,160,91.16M55.001,10.6,C0,29,31,61,153,45,2207,90,C5,0,2,48976,1.065,1.065,961.7,2484.533333,0.146176471
10007025,230000,230R30,ME,160,91.18H55.001,124.2,C0,95,154,151,106,59,2848,92,C6,0,2,83440,1.065,1.065,1957.1,3291.733333,0.146176471
10007025,230000,230R30,ME,160,91.18R55.001,4.4,C0,3,15,62,95,129,1768,90,C5,0,2,38728,1.065,1.065,4753.081998,2459.733333,0.146176471
10007025,230000,230R30,ME,176,1PD010270001,10,C0,59,23,53,108,91,1827,91,C5,0,3,24136,0.896022727,0.896022727,1486.8,1681.333333,0.139381313
10007025,230000,230R30,ME,160,91.13Y55.001,2,C0,36,122,91,68,51,1842,92,,0,4,76168,0.9071875,0.9071875,91.9,3122.933333,0.136933962
10007025,230000,230R30,ME,160,91.16M55.001,5,C0,29,31,61,153,45,2207,90,C5,0,4,50440,0.9071875,0.9071875,961.7,2484.533333,0.136933962
10007025,230000,230R30,ME,160,91.18H55.001,139,C0,95,154,151,106,59,2848,92,,0,4,84904,0.9071875,0.9071875,1957.1,3291.733333,0.136933962
10007025,230000,230R30,ME,160,1PD010270001,40.4,C0,59,23,53,108,91,1827,91,C5,0,5,25600,0.87453125,0.87453125,1486.8,1681.333333,0.134543269
10007025,230000,230R30,ME,160,1PD025550001,3,C0,88,31,60,154,90,1826,92,C5,0,5,16048,0.87453125,0.87453125,31702.96612,1630.933333,0.134543269
10007025,230000,230R30,ME,160,1PD027220001,23.2,C0,21,61,92,61,45,1841,90,C5,0,5,14440,0.87453125,0.87453125,9073.4,1577.333333,0.134543269
10007025,230000,230R30,ME,160,91.13Y55.001,16.3,C0,36,122,91,68,51,1842,92,,0,5,76888,0.87453125,0.87453125,91.9,3122.933333,0.134543269
10007025,230000,230R30,ME,112,1PD025550001,46.9,C0,88,31,60,154,90,1826,92,C5,0,7,17536,1.022098214,1.022098214,31702.96612,1630.933333,0.181706349
10007025,230000,230R30,ME,112,1PD027220001,6.2,C0,21,61,92,61,45,1841,90,C5,0,7,15928,1.022098214,1.022098214,9073.4,1577.333333,0.181706349
10007025,230000,230R30,ME,112,91.10P55.001,4.2,C5,0,0,0,0,0,729,91,C5,0,4,760,1.022098214,1.022098214,720.5,754.9333333,0.181706349
10007025,230000,230R30,ME,112,91.13Y55.001,5,C0,36,122,91,68,51,1842,92,,0,7,78376,1.022098214,1.022098214,91.9,3122.933333,0.181706349
10007025,230000,230R30,ME,112,91.18H55.001,54.9,C0,95,154,151,106,59,2848,92,,0,7,87112,1.022098214,1.022098214,1957.1,3291.733333,0.181706349
10007025,230000,230R30,ME,160,1PD010270001,2.5,C0,59,23,53,108,91,1827,91,C5,0,8,27760,0.97140625,0.97140625,1486.8,1681.333333,0.161901042
10007025,230000,230R30,ME,160,1PD025550001,136.5,C0,88,31,60,154,90,1826,92,C5,0,8,18208,0.97140625,0.97140625,31702.96612,1630.933333,0.161901042
10007025,230000,230R30,ME,168,91.10P55.001,11.5,C5,0,0,0,0,0,729,91,C5,0,6,2176,0.9703125,0.9703125,720.5,754.9333333,0.152205882
10007025,230000,230R30,ME,168,91.13Y55.001,3,C0,36,122,91,68,51,1842,92,,0,9,79792,0.9703125,0.9703125,91.9,3122.933333,0.152205882
10007025,230000,230R30,ME,168,91.18H55.001,47.5,C0,95,154,151,106,59,2848,92,,0,9,88528,0.9703125,0.9703125,1957.1,3291.733333,0.152205882
10007025,230000,230R30,ME,160,1PD010270001,6.2,C0,59,23,53,108,91,1827,91,C5,0,10,29224,0.910555556,0.910555556,1486.8,1681.333333,0.167244898
10007025,230000,230R30,ME,160,1PD025550001,33.1,C0,88,31,60,154,90,1826,92,C5,0,10,19672,0.910555556,0.910555556,31702.96612,1630.933333,0.167244898
10007025,230000,230R30,ME,152,91.18H55.001,33.7,C0,95,154,151,106,59,2848,92,,0,11,89992,1.065716374,1.065716374,1957.1,3291.733333,0.19982182
10007025,230000,230R30,ME,152,91.18R55.001,9.5,C0,3,15,62,95,129,1768,90,C5,0,11,45280,1.065716374,1.065716374,4753.081998,2459.733333,0.19982182
10007025,230000,230R30,ME,160,1PD025550001,117.7,C0,88,31,60,154,90,1826,92,C5,0,13,21880,1.10515625,1.10515625,31702.96612,1630.933333,0.215640244
10007025,230000,230R30,ME,160,1PD027220001,101.6,C0,21,61,92,61,45,1841,90,C5,0,13,20272,1.10515625,1.10515625,9073.4,1577.333333,0.215640244
10007025,230000,230R30,ME,160,91.18H55.001,11.4,C0,95,154,151,106,59,2848,92,,0,13,91456,1.10515625,1.10515625,1957.1,3291.733333,0.215640244
10007025,230000,230R30,ME,152,1PD01R550001,9,C0,44,128,126,94,57,1946,92,C5,0,14,26344,1.120760234,1.120760234,9995.133059,1754.933333,0.220912654
10007025,230000,230R30,ME,152,1PD025550001,138.5,C0,88,31,60,154,90,1826,92,C5,0,14,22624,1.120760234,1.120760234,31702.96612,1630.933333,0.220912654
10007025,230000,230R30,ME,152,1PD027220001,62.1,C0,21,61,92,61,45,1841,90,C5,0,14,21016,1.120760234,1.120760234,9073.4,1577.333333,0.220912654
10007025,230000,230R30,ME,152,91.18H55.001,6,C0,95,154,151,106,59,2848,92,,0,14,92200,1.120760234,1.120760234,1957.1,3291.733333,0.220912654
10007025,230000,230R30,ME,160,1PD01R550001,4.5,C0,44,128,126,94,57,1946,92,C5,0,16,27808,1.067569444,1.067569444,9995.133059,1754.933333,0.257367788
10007025,230000,230R30,ME,160,1PD025550001,88.7,C0,88,31,60,154,90,1826,92,C5,0,16,24088,1.067569444,1.067569444,31702.96612,1630.933333,0.257367788
10007025,230000,230R30,ME,160,1PD027220001,28.7,C0,21,61,92,61,45,1841,90,C5,0,16,22480,1.067569444,1.067569444,9073.4,1577.333333,0.257367788
10007025,230000,230R30,ME,160,91.16K55.001,3,C0,30,154,89,61,39,2885,90,C5,0,15,59224,1.067569444,1.067569444,317.8,2654.933333,0.257367788
10007025,230000,230R30,ME,160,91.18H55.001,36.7,C0,95,154,151,106,59,2848,92,,0,16,93664,1.067569444,1.067569444,1957.1,3291.733333,0.257367788
10007025,230000,230R30,ME,184,1PD025550001,124,C0,88,31,60,154,90,1826,92,C5,0,17,24808,1.062862319,1.062862319,31702.96612,1630.933333,0.275299468
10007025,230000,230R30,ME,184,1PD027220001,26.5,C0,21,61,92,61,45,1841,90,C5,0,17,23200,1.062862319,1.062862319,9073.4,1577.333333,0.275299468
10007025,230000,230R30,ME,160,1PD039550001,2,C0,32,17,112,119,105,1855,91,C5,0,12,9280,1.029236111,1.029236111,45776.62538,1088.533333,0.247181604
10007025,230000,230R30,ME,160,91.13Y55.001,4.2,C0,36,122,91,68,51,1842,92,,0,18,86392,1.029236111,1.029236111,91.9,3122.933333,0.247181604
10007025,230000,230R30,ME,160,91.18H55.001,16.5,C0,95,154,151,106,59,2848,92,,0,18,95128,1.029236111,1.029236111,1957.1,3291.733333,0.247181604
10007025,230000,230R30,ME,160,91.18R55.001,14,C0,3,15,62,95,129,1768,90,C6,0,18,50416,1.029236111,1.029236111,4753.081998,2459.733333,0.247181604
10007025,230000,230R30,ME,160,91.18V22.001,2.5,C0,27,97,85,90,82,4032,92,C5,0,18,49000,1.029236111,1.029236111,4902.5,2412.533333,0.247181604
10007025,230000,230R30,ME,104,1PD010270001,21,C0,59,23,53,108,91,1827,91,C5,0,19,35848,1.087820513,1.087820513,1486.8,1681.333333,0.267233728
10007025,230000,230R30,ME,104,91.18R55.001,2,C0,3,15,62,95,129,1768,90,C6,0,19,51160,1.087820513,1.087820513,4753.081998,2459.733333,0.267233728
10007025,230000,230R30,ME,176,1PD027220001,3,C0,21,61,92,61,45,1841,90,C5,0,21,26104,0.85826049,0.85826049,9073.4,1577.333333,0.174334162
10007025,230000,230R30,ME,176,1PD038550001,23.9,C0,17,28,116,86,72,1492,90,C5,0,15,10600,0.85826049,0.85826049,51451.44787,1060.533333,0.174334162
10007025,230000,230R30,ME,176,1PD039550001,3,C0,32,17,112,119,105,1855,91,C5,0,15,11440,0.85826049,0.85826049,45776.62538,1088.533333,0.174334162
10007025,230000,230R30,ME,176,91.18H55.001,11.5,C0,95,154,151,106,59,2848,92,,0,21,97288,0.85826049,0.85826049,1957.1,3291.733333,0.174334162
10007025,230000,230R30,ME,176,91.18R55.001,3,C0,3,15,62,95,129,1768,90,,0,21,52576,0.85826049,0.85826049,4753.081998,2459.733333,0.174334162
10007025,230000,230R30,ME,176,91.18V22.001,74.4,C0,27,97,85,90,82,4032,92,C5,0,21,51160,0.85826049,0.85826049,4902.5,2412.533333,0.174334162
10007025,230000,230R30,ME,160,1PD010270001,18,C0,59,23,53,108,91,1827,91,C5,0,22,37984,0.839519231,0.839519231,1486.8,1681.333333,0.173234127
10007025,230000,230R30,ME,152,1PD010270001,11,C0,59,23,53,108,91,1827,91,C5,0,23,38728,0.896820175,0.896820175,1486.8,1681.333333,0.176423641
10007025,230000,230R30,ME,152,1PD021270001,13,C0,19,91,63,10,18,2326,91,C5,0,22,29992,0.896820175,0.896820175,143.9723647,1658.133333,0.176423641
10007025,230000,230R30,ME,152,1PD025550001,40.5,C0,88,31,60,154,90,1826,92,C5,0,23,29176,0.896820175,0.896820175,31702.96612,1630.933333,0.176423641
10007025,230000,230R30,ME,152,1PD038550001,11.5,C0,17,28,116,86,72,1492,90,C5,0,17,12064,0.896820175,0.896820175,51451.44787,1060.533333,0.176423641
10007025,230000,230R30,ME,152,1PD039550001,15.5,C0,32,17,112,119,105,1855,91,C5,0,17,12904,0.896820175,0.896820175,45776.62538,1088.533333,0.176423641
10007025,230000,230R30,ME,152,1PD048270001,55,C0,50,63,112,75,25,2566,92,C5,0,13,9520,0.896820175,0.896820175,23953.9,806.1333333,0.176423641
10007025,230000,230R30,ME,152,91.18H55.001,8.5,C0,95,154,151,106,59,2848,92,,0,23,98752,0.896820175,0.896820175,1957.1,3291.733333,0.176423641
10007025,230000,230R30,ME,200,91.10P55.001,3,C5,0,0,0,0,0,729,91,C5,0,21,13120,0.825666667,0.825666667,720.5,754.9333333,0.159806452
10007025,230000,230R30,ME,200,91.18V22.001,10,C0,27,97,85,90,82,4032,92,C5,0,24,53344,0.825666667,0.825666667,4902.5,2412.533333,0.159806452
10007025,230000,230R30,ME,152,1PD021270001,2,C0,19,91,63,10,18,2326,91,C5,0,24,31456,0.890430622,0.890430622,143.9723647,1658.133333,0.192053664
10007025,230000,230R30,ME,152,1PD025550001,70,C0,88,31,60,154,90,1826,92,C5,0,25,30640,0.890430622,0.890430622,31702.96612,1630.933333,0.192053664
10007025,230000,230R30,ME,152,1PD027220001,2,C0,21,61,92,61,45,1841,90,C5,0,25,29032,0.890430622,0.890430622,9073.4,1577.333333,0.192053664
10007025,230000,230R30,ME,152,1PD038550001,8,C0,17,28,116,86,72,1492,90,C5,0,19,13528,0.890430622,0.890430622,51451.44787,1060.533333,0.192053664
10007025,230000,230R30,ME,152,1PD039550001,44.4,C0,32,17,112,119,105,1855,91,C5,0,19,14368,0.890430622,0.890430622,45776.62538,1088.533333,0.192053664
10007025,230000,230R30,ME,184,91.10Y22.001,7,C2,0,0,174,54,101,4873,90,C5,0,2,95656,0.847617057,0.847617057,121.9,3407.733333,0.193316171
10007025,230000,230R30,ME,144,1PD021270001,50.5,C0,19,91,63,10,18,2326,91,C5,0,26,32920,0.937615741,0.937615741,143.9723647,1658.133333,0.216372863
10007025,230000,230R30,ME,144,1PD025550001,38.5,C0,88,31,60,154,90,1826,92,C5,0,27,32104,0.937615741,0.937615741,31702.96612,1630.933333,0.216372863
10007025,230000,230R30,ME,144,1PD027220001,4.4,C0,21,61,92,61,45,1841,90,C5,0,27,30496,0.937615741,0.937615741,9073.4,1577.333333,0.216372863
10007025,230000,230R30,ME,144,1PD038550001,4,C0,17,28,116,86,72,1492,90,C5,0,21,14992,0.937615741,0.937615741,51451.44787,1060.533333,0.216372863
10007025,230000,230R30,ME,144,1PD039550001,4,C0,32,17,112,119,105,1855,91,C5,0,21,15832,0.937615741,0.937615741,45776.62538,1088.533333,0.216372863
10007025,230000,230R30,ME,144,1PD048270001,53,C0,50,63,112,75,25,2566,92,C5,0,17,12448,0.937615741,0.937615741,23953.9,806.1333333,0.216372863
10007025,230000,230R30,ME,160,1PD048270001,23,C0,50,63,112,75,25,2566,92,C5,0,18,13192,0.814508929,0.814508929,23953.9,806.1333333,0.181001984
10007025,230000,230R30,ME,160,91.10Y22.001,2.5,C2,0,0,174,54,101,4873,90,C5,0,4,97120,0.814508929,0.814508929,121.9,3407.733333,0.181001984
10007025,230000,230R30,ME,192,1PD01V270001,5,C0,33,43,44,105,43,1826,92,C5,0,3,38608,0.886309524,0.886309524,285.2,1530.933333,0.169977169
10007025,230000,230R30,ME,192,1PD021270001,4,C0,19,91,63,10,18,2326,91,C5,0,28,34384,0.886309524,0.886309524,143.9723647,1658.133333,0.169977169
10007025,230000,230R30,ME,192,1PD025550001,28.8,C0,88,31,60,154,90,1826,92,C5,0,29,33568,0.886309524,0.886309524,31702.96612,1630.933333,0.169977169
10007025,230000,230R30,ME,192,1PD027220001,21,C0,21,61,92,61,45,1841,90,C5,0,29,31960,0.886309524,0.886309524,9073.4,1577.333333,0.169977169
10007025,230000,230R30,ME,192,1PD038550001,14,C0,17,28,116,86,72,1492,90,C5,0,23,16456,0.886309524,0.886309524,51451.44787,1060.533333,0.169977169
10007025,230000,230R30,ME,120,1PD04255A001,2,C1,0,114,365,56,67,1827,91,C5,0,3,16864,0.837559524,0.837559524,129.7,950.9333333,0.183216146
10007025,230000,230R30,ME,120,1PD048270001,19.5,C0,50,63,112,75,25,2566,92,C5,0,20,14656,0.837559524,0.837559524,23953.9,806.1333333,0.183216146
10007025,230000,230R30,ME,152,1PD025550001,16,C0,88,31,60,154,90,1826,92,C5,0,31,35056,0.958270677,0.958270677,31702.96612,1630.933333,0.227386262
10007025,230000,230R30,ME,152,1PD027220001,7,C0,21,61,92,61,45,1841,90,C5,0,31,33448,0.958270677,0.958270677,9073.4,1577.333333,0.227386262
10007025,230000,230R30,ME,152,1PD038550001,42.2,C0,17,28,116,86,72,1492,90,C5,0,25,17944,0.958270677,0.958270677,51451.44787,1060.533333,0.227386262
10007025,230000,230R30,ME,152,1PD039550001,67.5,C0,32,17,112,119,105,1855,91,C5,0,25,18784,0.958270677,0.958270677,45776.62538,1088.533333,0.227386262
10007025,230000,230R30,ME,152,1PD042550001,23,C1,0,128,216,83,96,1827,92,C5,0,24,17752,0.958270677,0.958270677,88541.58505,1054.133333,0.227386262
